station,date,time,prec,surfwet,glorad,metp,megrtp,mesotp10,mesotp30,meanrh,meanwd,meanwv,wd2,wv2,pres,netrad,heatflux
6069,23-05-2022,22,0,0,0,13.2,12.4,13,12,74.2,129.8,7.1,129.8,5.4,993,-74.9,4.8
6069,23-05-2022,23,0,0,0,13.2,12.4,12.9,12,76,125.9,7.3,125.9,5.7,992.2,-73.9,3.4
6069,24-05-2022,0,0,0,0,12.7,12,12.8,12,80.2,125.4,6.3,125.4,4.8,991.4,-71.3,2.6
6069,24-05-2022,1,0,0,0,12.4,11.7,12.7,12,81.9,118,6.2,118,4.9,990.4,-50.6,2.1
6069,24-05-2022,2,0,0,0,12.7,12,12.6,12,80.2,118.9,5.7,118.9,4.5,989.3,-46.2,1.6
6069,24-05-2022,3,0,0,0.9,13.3,12.7,12.5,11.9,77.6,126.7,6.5,126.7,5,988.5,-37.5,1.3
6069,24-05-2022,4,0.3,0,4.7,12.7,12.1,12.4,11.9,88.5,125.6,6,125.6,4.6,987.9,-19.8,1.2
6069,24-05-2022,5,1.4,0,11,12.1,11.7,12.3,11.9,96,131.8,6.4,131.8,4.8,987.6,-6.6,1.2
6069,24-05-2022,6,1.2,0,27.9,12.1,11.9,12.3,11.9,96.3,139.4,6.4,139.4,4.8,987.6,8.9,1.4
6069,24-05-2022,7,0.5,0,37.2,12.5,12.3,12.2,11.8,96.3,154.2,5.7,154.2,4.8,988,16.3,1.7
6069,24-05-2022,8,0,0,72.5,12.5,12.5,12.2,11.8,96.3,205.7,4,205.7,3.4,988.8,42.1,2.2
6069,24-05-2022,9,0,0,102.5,12.7,12.5,12.2,11.8,95.3,218.1,3.6,218.1,3,989.7,63,2.6
6069,24-05-2022,10,0,0,178.6,12.8,12.7,12.2,11.8,92.3,223.3,3.5,223.3,3.1,990.3,116.2,3.3
6069,24-05-2022,11,0,0,487.4,14.2,15.1,12.2,11.8,82.2,229.3,3.7,229.3,3.3,991,330.5,4.1
6069,24-05-2022,12,0,0,379.3,15.1,15.9,12.2,11.7,73.3,217.1,4.3,217.1,3.7,991.6,236.8,5.8
6069,24-05-2022,13,0,0,319.5,15.4,16.3,12.3,11.7,68.1,224.2,4.6,224.2,3.9,992.4,180,7.9
6069,24-05-2022,14,0,0,378,15.1,16.1,12.5,11.7,68.6,248.2,4.5,248.2,3.6,992.9,222.8,9.1
6069,24-05-2022,15,0,0,289.4,15.1,16.3,12.6,11.7,68.8,241.2,3.7,241.2,3.1,993.7,162.5,9.5
6069,24-05-2022,16,0,0,147,14.5,14.9,12.7,11.8,73.9,232,2.9,232,2.4,993.9,63.4,10.1
6069,24-05-2022,17,4.3,0,32.9,12.8,12.7,12.8,11.8,89.4,218.1,1.7,218.1,1.6,994.2,4,10.2
6069,24-05-2022,18,1,0,138.2,12.8,12.7,12.8,11.8,93.5,188.8,1.1,188.8,1.2,994.5,72.3,9.3
6069,24-05-2022,19,0,0,13,12.9,12.2,12.9,11.9,93.5,189.2,2.5,189.2,2.2,994.8,-10,8.2
6069,24-05-2022,20,0,0,4.9,12.3,11.3,12.9,11.9,88.5,202.1,2.6,202.1,2.3,995.5,-16.5,7.3
6069,24-05-2022,21,0,0,0.1,11.4,10.4,12.8,11.9,90.5,209.8,3.4,209.8,2.9,995.7,-34.1,6.3
6069,24-05-2022,22,0,0,0,10.7,9.7,12.8,11.9,92.4,201.4,2.5,201.4,2.1,995.8,-35.1,5
6069,24-05-2022,23,0,0,0,10.8,10.1,12.7,11.9,92.6,201,3.2,201,2.7,996.1,-26.3,3.6
6069,25-05-2022,0,0.1,0,0,10.8,10.3,12.6,11.9,93.8,206.6,3.7,206.6,3.1,996.4,-14.6,2.6
6069,25-05-2022,1,0,0,0.2,10.6,10.2,12.5,11.9,93.8,229.8,3.5,229.8,2.9,997.1,-14.1,2.1
6069,25-05-2022,2,0.1,0,0.1,10.2,9.8,12.4,11.9,93.8,236.3,3.8,236.3,3.1,997.9,-12.9,1.7
6069,25-05-2022,3,0,0,1,10,9.3,12.4,11.9,93.8,238.1,3.7,238.1,3.2,998.4,-19.3,1.3
6069,25-05-2022,4,0,0,23.3,9.5,8.7,12.3,11.9,93.8,235.5,3.2,235.5,2.7,998.7,-16.6,0.9
6069,25-05-2022,5,0,0,137.1,10.1,9.7,12.2,11.9,93.8,224.2,3,224.2,2.7,999.3,62.5,0.3
6069,25-05-2022,6,0,0,205.5,10.7,10.6,12.2,11.8,93,234,4,234,3.4,999.8,107.7,0.1
6069,25-05-2022,7,0,0,236.5,11.2,11.3,12.1,11.8,85.8,248,4,248,3.3,1000,126.9,0.6
6069,25-05-2022,8,0,0,487.6,12.5,13.8,12.1,11.8,72.3,236,4.8,236,3.9,1000.7,263.8,1.4
6069,25-05-2022,9,0,0,506.6,13.2,14.7,12.1,11.8,68.2,245.9,3.9,245.9,3.4,1000.9,297.4,2.8
6069,25-05-2022,10,0,0,485.2,13.8,15.8,12.1,11.7,67.4,218.1,4.4,218.1,3.7,1000.9,298.7,4.6
6069,25-05-2022,11,0,0,749.2,13.4,15.6,12.2,11.7,76.8,202.5,3.7,202.5,3.2,1000.6,485.9,7.1
6069,25-05-2022,12,0,0,483,14.7,16.7,12.4,11.7,67,223.3,4.6,223.3,3.9,1000.4,291.7,9.7
6069,25-05-2022,13,0,0,514,15.1,16.4,12.6,11.7,57.2,242.6,5.9,242.6,5,1000.5,308.3,12.2
6069,25-05-2022,14,0,0,516.3,15.4,16.9,12.8,11.7,56.7,243.2,5.7,243.2,4.8,1000.6,302.8,12.5
6069,25-05-2022,15,0,0,457.6,15.5,16.9,12.9,11.8,54.6,243.2,6,243.2,4.9,1000.6,244.7,12.6
6069,25-05-2022,16,0,0,331.5,15.3,16,13,11.8,52.3,238.5,4.9,238.5,4.2,1000.4,149.7,12.4
6069,25-05-2022,17,0,0,265,15,15.3,13.1,11.9,52.4,235.5,5,235.5,4.3,1000.2,104.1,11.6
6069,25-05-2022,18,0,0,87.8,14.3,13.9,13.1,11.9,56.6,220.2,4.2,220.2,3.6,999.9,9.1,10.3
6069,25-05-2022,19,0,0,105.7,13.8,13.2,13.2,12,60,228.6,4.2,228.6,3.6,999.5,-31.9,8.7
6069,25-05-2022,20,0,0,10.3,12.8,12,13.1,12,68.1,205.1,4.1,205.1,3.4,999.2,-60.6,6.9
6069,25-05-2022,21,0,0,0.2,11.9,11.2,13,12,80.9,199.1,4.5,199.1,3.7,998.7,-47.9,5.3
6069,25-05-2022,22,0.2,0,0.2,11.2,10.6,12.9,12,90.8,188.2,4.4,188.2,3.6,997.8,-19.7,3.9
6069,25-05-2022,23,0.5,0,0.9,10.8,10.5,12.8,12.1,95.2,190.3,4.7,190.3,3.9,997.1,-12.8,2.9
6069,26-05-2022,0,0,0,0.6,11.3,10.9,12.7,12.1,95.4,210.8,4,210.8,3.3,996.8,-16,2.3
6069,26-05-2022,1,0,0,0,11.4,10.6,12.7,12.1,95.4,235.3,4.1,235.3,3.5,996.7,-24.8,2
6069,26-05-2022,2,0,0,0,11.3,10.6,12.5,12.1,95,239.9,4.9,239.9,3.9,996.7,-24.1,1.7
6069,26-05-2022,3,0,0,1.2,11.2,10.5,12.5,12,92.5,255.8,4.9,255.8,3.9,997,-24.6,1.4
6069,26-05-2022,4,0,0,19.9,10.8,10.2,12.4,12,92.4,254.6,4.8,254.6,3.8,997.2,-17.5,1.1
6069,26-05-2022,5,0.1,0,60.2,10.7,10.2,12.4,12,91.8,261.6,5.6,261.6,4.5,997.8,24.2,0.8
6069,26-05-2022,6,0.2,0,229.9,11,10.6,12.3,12,88.2,273.1,5.9,273.1,4.6,998.5,124.1,0.7
6069,26-05-2022,7,0,0,296.6,11.4,11.4,12.2,11.9,80.2,278.9,6.9,278.9,5.4,999.2,156.6,1
6069,26-05-2022,8,0,0,496.5,11.9,12.5,12.2,11.9,71.6,278.6,7.2,278.6,5.8,1000,275.7,1.6
6069,26-05-2022,9,0,0,683.9,12.8,14.2,12.2,11.9,62.2,282.4,8.3,282.4,6.6,1000.9,410.9,2.3
6069,26-05-2022,10,0,0,675,12.9,14.8,12.2,11.8,63.9,281.7,7.7,281.7,6.1,1001.6,426.3,3.7
6069,26-05-2022,11,1.6,0,323.8,10.6,11,12.3,11.8,84,284.8,6,284.8,4.9,1002.1,221.2,5.7
6069,26-05-2022,12,0.3,0,664.1,12.2,12.8,12.3,11.8,71.5,276.3,6.2,276.3,4.9,1002.3,437.1,6.5
6069,26-05-2022,13,0,0,590.6,13.1,13.7,12.4,11.8,58.1,290.5,7,290.5,5.6,1002.4,358.3,7.5
6069,26-05-2022,14,0,0,316.9,12.7,13.1,12.5,11.8,62,279.9,6,279.9,4.7,1002.7,174.9,8.6
6069,26-05-2022,15,0,0,420.6,11.6,12.3,12.6,11.8,74.4,275.8,6.3,275.8,4.9,1002.9,255,8.5
6069,26-05-2022,16,0.4,0,251.5,10,10.2,12.7,11.8,87,297.3,6.4,297.3,5.2,1003,157.6,8.1
6069,26-05-2022,17,0.3,0,286.6,11.2,11.2,12.7,11.9,80.5,281.9,5.4,281.9,4.2,1002.9,144.9,7.3
6069,26-05-2022,18,0,0,240.3,11.9,12,12.7,11.9,66.8,272.8,5.4,272.8,4.2,1002.5,52.4,6.3
6069,26-05-2022,19,0,0,91.5,11.2,10.8,12.7,11.9,68.3,264.7,5.3,264.7,4.2,1001.9,-54.2,5.4
6069,26-05-2022,20,0,0,17.7,10.5,9.5,12.6,11.9,76.6,259.7,3.7,259.7,2.8,1001.3,-81.9,4.1
6069,26-05-2022,21,0,0,0.3,10.3,9.4,12.5,11.9,83,243.2,2.9,243.2,2.4,1000.8,-64.9,2.5
6069,26-05-2022,22,0,0,0,9.3,8.3,12.4,11.9,93.1,219.2,2.7,219.2,2.2,999.8,-92.1,1.3
6069,26-05-2022,23,0,0,0.3,9.1,8.5,12.3,11.9,95.3,207.7,2.5,207.7,2.2,999.2,-44.4,0.2
6069,27-05-2022,0,3.6,0,0.1,8.5,8.1,12.2,11.9,95.8,260.1,3.6,260.1,2.8,998.8,-24.9,-0.9
6069,27-05-2022,1,0,0,0,7.6,6.8,12.1,11.9,95.8,247.3,3.3,247.3,2.7,998.3,-47.6,-1.6
6069,27-05-2022,2,0,0,0,7.9,7.1,12,11.8,95.4,266,4.5,266,3.5,998.3,-39.7,-2.2
6069,27-05-2022,3,0,0,1.5,7.5,6.4,11.9,11.8,93.1,282.6,4.9,282.6,4,998.7,-62.9,-2.8
6069,27-05-2022,4,0,0,26.7,7.4,6.5,11.7,11.8,91.5,274.8,4.4,274.8,3.6,998.9,-44.7,-3.4
6069,27-05-2022,5,0.6,0,96.5,7.4,6.9,11.6,11.7,93,273.4,4.6,273.4,3.6,999.1,30.8,-4
6069,27-05-2022,6,0.5,0,228.1,8.1,7.9,11.5,11.7,92.3,272.8,4.7,272.8,3.7,999.1,121.7,-4.2
6069,27-05-2022,7,0,0,460.2,8.9,9.5,11.4,11.6,90.5,271.6,4.4,271.6,3.5,999.2,250.4,-3.8
6069,27-05-2022,8,0.8,0,411.3,9.9,10.5,11.4,11.6,82.2,288.5,5,288.5,4,999.1,252,-2.6
6069,27-05-2022,9,0,0,485.7,10.6,11.4,11.4,11.5,74.9,296.8,6.3,296.8,4.9,999.1,307.6,-0.9
6069,27-05-2022,10,0.7,0,646.1,10.4,11.1,11.4,11.5,76.8,292.8,6.5,292.8,5.3,999.1,430.2,0.9
6069,27-05-2022,11,0,0,670,10.8,12.2,11.5,11.5,73.8,284.5,6.4,284.5,5,999.2,441,2.6
6069,27-05-2022,12,0.3,0,561.4,10,11.1,11.6,11.4,80,296.2,6.5,296.2,5.2,999.3,385.9,4.4
6069,27-05-2022,13,0,0,701.2,10.4,11.8,11.7,11.4,76.3,295.1,6.8,295.1,5.4,999.3,476.4,5.6
6069,27-05-2022,14,0,0,616.3,11.1,12.1,11.8,11.4,72.4,289.7,7.4,289.7,5.9,999.2,390.6,7
6069,27-05-2022,15,0,0,498.9,11.2,12.4,12,11.4,69.3,287.6,7.6,287.6,6,999,278.6,7.9
6069,27-05-2022,16,0,0,403.4,11.2,12.1,12.1,11.5,63.6,286.8,8.5,286.8,6.8,998.6,203.8,7.8
6069,27-05-2022,17,0,0,301.8,10.4,10.9,12.2,11.5,70.8,290.2,8.7,290.2,7.1,998.4,121.7,6.8
6069,27-05-2022,18,0,0,179.9,10.2,10.5,12.2,11.5,72.2,288.7,8.3,288.7,6.5,998.3,32,5.3
6069,27-05-2022,19,0,0,61.4,9.7,9.4,12.2,11.5,76.6,291.6,7.1,291.6,5.7,998.2,-23.8,3.7
6069,27-05-2022,20,0,0,13.4,9.4,8.7,12.1,11.6,78.4,294,7,294,5.5,998.1,-62.6,2.2
6069,27-05-2022,21,0,0,0,9.3,8.7,12,11.6,76,296,6.7,296,5.3,998.1,-49.8,0.7
6069,27-05-2022,22,0,0,0,9.3,8.8,11.9,11.6,78.3,303.9,6.4,303.9,5,998,-52.9,-0.6
6069,27-05-2022,23,0,0,0,9,8.4,11.8,11.6,82.6,305.8,6.8,305.8,5.3,997.9,-75.8,-1.5
6069,28-05-2022,0,0,0,0,8.7,7.9,11.7,11.5,85.5,303.4,6.5,303.4,5.1,997.8,-90.3,-2.2
6069,28-05-2022,1,0,0,0,8.5,7.8,11.6,11.5,88.6,307.1,5.6,307.1,4.5,997.9,-84.7,-2.8
6069,28-05-2022,2,0,0,0,8.4,7.5,11.4,11.5,91,308.2,5,308.2,3.9,998.1,-93,-3.3
6069,28-05-2022,3,0,0,1.1,8,7,11.4,11.4,93.8,302.6,4,302.6,3.1,998.3,-91.3,-3.7
6069,28-05-2022,4,0,0,21.7,8,7.1,11.3,11.4,94.5,292.4,3.9,292.4,3.1,998.5,-70.9,-4.1
6069,28-05-2022,5,0,0,128.6,8.8,8.6,11.2,11.4,93.6,297.9,4,297.9,3.1,998.9,27.2,-4.4
6069,28-05-2022,6,0,0,270.6,10.1,10.3,11.1,11.3,86.6,306.2,4.7,306.2,3.8,999.6,81.2,-4.1
6069,28-05-2022,7,0,0,355.2,10.9,11.5,11,11.3,76.2,315.4,5.4,315.4,4.4,1000,154.7,-3
6069,28-05-2022,8,0,0,555.5,12,13.4,11,11.2,70.2,314.2,5.3,314.2,4.2,1000.5,304.5,-1.7
6069,28-05-2022,9,0,0,624.1,12.8,14.6,11,11.2,67,309.9,5.4,309.9,4.3,1000.9,366,0.2
6069,28-05-2022,10,0,0,686.8,13.1,15,11.1,11.1,66.5,309.7,5.5,309.7,4.4,1001.2,425.8,2.9
6069,28-05-2022,11,0,0,842,14,16.5,11.3,11.2,64.2,304.2,5.2,304.2,4.3,1001.2,541.6,5.6
6069,28-05-2022,12,0,0,812.3,14.4,17,11.5,11.1,61.3,300.2,5.5,300.2,4.6,1001.3,527.7,8.8
6069,28-05-2022,13,0,0,735.9,14.5,16.9,11.7,11.1,60.7,294.6,5.3,294.6,4.3,1001.5,468.4,11.7
6069,28-05-2022,14,0,0,703.6,15,17.3,12,11.2,61.1,295.6,5,295.6,4,1001.5,424.9,13.6
6069,28-05-2022,15,0,0,538.7,15.4,17.5,12.2,11.2,57.7,296.5,4.3,296.5,3.4,1001.5,290.1,14.8
6069,28-05-2022,16,0,0,490.8,15.9,17.2,12.5,11.3,49.8,314.3,4.1,314.3,3.3,1001.5,246,15.6
6069,28-05-2022,17,0,0,310.2,15.8,16.6,12.6,11.3,47.2,303.2,3.9,303.2,3.2,1001.4,101,15.2
6069,28-05-2022,18,0,0,191.7,15.1,15.3,12.8,11.4,58,298.2,3.7,298.2,3,1001.4,3.9,13.8
6069,28-05-2022,19,0,0,100.5,14,13.8,12.8,11.5,67.5,288.6,3.7,288.6,3.1,1001.6,-57.6,11.7
6069,28-05-2022,20,0,0,22.5,12.2,11.6,12.8,11.5,84.5,269.6,2.8,269.6,2.2,1001.7,-89.4,9.5
6069,28-05-2022,21,0,0,0,10.2,9.5,12.8,11.6,94.5,262.6,2.8,262.6,2.2,1001.8,-84,7.2
6069,28-05-2022,22,0,0,0,9.3,8.4,12.7,11.7,95.2,250,1.8,250,1.7,1001.5,-83.7,5.1
6069,28-05-2022,23,0,0,0,8.5,7.3,12.6,11.7,95.1,224.7,0.7,224.7,1.2,1001.2,-56,3.3
6069,29-05-2022,0,0,0,0,8.3,7.6,12.5,11.7,95.1,228.8,0.2,228.8,1,1000.8,-29.8,1.7
6069,29-05-2022,1,0,0,0,8,7.5,12.3,11.7,95.1,229,0.5,229,1.2,1000.4,-31,0.5
6069,29-05-2022,2,0,0,0,7.3,5.3,12.2,11.7,95.1,235.9,0.2,235.9,0.7,1000.1,-30.7,-0.3
6069,29-05-2022,3,0,0,4.5,6.6,4.1,12.1,11.7,95.1,203.7,0.2,203.7,0.3,999.9,-17.8,-1.4
6069,29-05-2022,4,0,0,39.1,7,6.1,11.9,11.7,95.1,187.1,0.9,187.1,0.3,999.9,7.4,-2.8
6069,29-05-2022,5,0,0,152.6,7.8,7.8,11.7,11.6,95.1,198.7,1.4,198.7,1.1,1000,56.9,-3.6
6069,29-05-2022,6,0,0,208.9,8.9,9.8,11.6,11.6,95.2,198.3,1.7,198.3,1.5,1000.2,95.8,-3.3
6069,29-05-2022,7,0,0,217.2,9.6,11,11.5,11.6,95.2,211.9,1.8,211.9,1.6,1000.2,138.9,-2.1
6069,29-05-2022,8,0,0,372.3,10.5,12.5,11.5,11.5,95.2,215.8,2.1,215.8,1.8,1000.4,219.3,0.1
6069,29-05-2022,9,0,0,689.6,13.5,16.9,11.6,11.5,86.9,204.2,2.2,204.2,1.9,1000.6,396.9,2.7
6069,29-05-2022,10,0,0,779.2,15.2,19.2,11.7,11.5,72.2,235.8,2.7,235.8,2.4,1000.8,479,6.4
6069,29-05-2022,11,0,0,823.8,15.9,19.7,12,11.4,67.3,260,3.4,260,2.8,1000.6,527.5,10.8
6069,29-05-2022,12,0,0,880.4,16.1,19.9,12.3,11.4,63.4,255.5,4,255.5,3.3,1000.3,563.3,14.6
6069,29-05-2022,13,0,0,828.8,15.2,18.5,12.7,11.5,63.1,279.5,4.8,279.5,3.8,1000.2,518.4,17.7
6069,29-05-2022,14,0,0,748.7,14.4,17.3,13,11.5,61.3,278.3,5.2,278.3,4.2,1000,447.6,19.2
6069,29-05-2022,15,0,0,651.7,13.7,16.4,13.3,11.6,59.4,279,5.4,279,4.3,1000,363.5,19.2
6069,29-05-2022,16,0,0,533.8,13,15.5,13.6,11.7,59.9,278.5,5.1,278.5,4.1,1000.1,266.9,18.1
6069,29-05-2022,17,0,0,354.2,11.8,13.7,13.7,11.8,63.4,265,4.6,265,3.7,1000.4,149.9,16.3
6069,29-05-2022,18,0,0,164.4,10.6,11.4,13.7,11.9,65.6,269.2,4.5,269.2,3.6,1000.3,30.9,13.8
6069,29-05-2022,19,0,0,48.2,9.8,9.7,13.7,12,69.5,263.4,4.3,263.4,3.3,1000.1,-21,10.7
6069,29-05-2022,20,0,0,16.3,9.3,9,13.6,12.1,73.4,268.2,4.1,268.2,3.1,999.9,-39.6,7.6
6069,29-05-2022,21,0,0,0.2,9.1,8.8,13.4,12.1,78,251.8,2.9,251.8,2.4,1000.1,-32.6,5.1
6069,29-05-2022,22,0,0,0,8.9,8.6,13.2,12.2,82.3,247.9,2.7,247.9,2.2,1000.2,-34.2,3.2
6069,29-05-2022,23,0,0,0.1,8.6,8.2,13.1,12.2,86.2,250.2,2.7,250.2,2.1,1000.3,-47.1,1.9
6069,30-05-2022,0,0,0,0.1,8.1,7.2,12.9,12.2,89.1,246.9,2.1,246.9,1.4,1000.1,-64.7,0.8
6069,30-05-2022,1,0,0,0,7.9,6.7,12.8,12.2,90.2,247.6,1.7,247.6,1.2,1000.1,-63.6,-0.3
6069,30-05-2022,2,0,0,0.1,7.6,6,12.6,12.2,91.7,216.8,1.3,216.8,0.7,1000.2,-66.5,-1.3
6069,30-05-2022,3,0,0,2,7,4.8,12.5,12.1,93.6,199.5,1.1,199.5,0.6,1000.3,-66.7,-2.3
6069,30-05-2022,4,0,0,27.9,6.7,5.4,12.3,12.1,94.6,164.8,1.3,164.8,0.8,1000.8,-23.6,-3.5
6069,30-05-2022,5,0,0,160.3,8,7.9,12.2,12,94.1,193.9,1.5,193.9,1.2,1001.5,4.4,-4.3
6069,30-05-2022,6,0,0,299.3,9.3,10,12,12,88.5,204,1.7,204,1.4,1002.2,92.1,-3.9
6069,30-05-2022,7,0,0,375.2,10.4,12.1,11.9,11.9,76.2,192.1,1.9,192.1,1.6,1002.6,185.8,-2.6
6069,30-05-2022,8,0,0,498.4,11,13.9,11.9,11.9,75.3,243.6,2.3,243.6,2,1003,283.5,-0.3
6069,30-05-2022,9,0,0,329.8,11.4,13.7,11.9,11.8,70.9,257.7,1.3,257.7,1.1,1003.2,189.8,2.4
6069,30-05-2022,10,0,0,306.3,12.1,14.4,12.1,11.8,66.8,199.7,1.2,199.7,1,1003.5,174.6,4.6
6069,30-05-2022,11,0,0,196.2,12,13.5,12.2,11.8,68.2,300.4,1.3,300.4,1.1,1003.5,99.4,6.8
6069,30-05-2022,12,0,0,141.5,11.9,12.6,12.3,11.8,70.3,302.8,1.4,302.8,1.2,1003.8,67.3,7.9
6069,30-05-2022,13,0,0,129,11.9,12.5,12.5,11.8,70.4,296.4,1.8,296.4,1.5,1004.2,59.3,7.5
6069,30-05-2022,14,0,0,230.6,11.9,12.8,12.5,11.8,70.9,308.4,2.3,308.4,1.9,1004.4,131.3,7
6069,30-05-2022,15,0,0,161.8,12,12.8,12.6,11.8,70.1,314.1,2.6,314.1,2.1,1004.7,80,6.7
6069,30-05-2022,16,0,0,182.7,12,12.5,12.6,11.8,70.9,305.7,2.9,305.7,2.3,1004.8,94.1,6.7
6069,30-05-2022,17,0,0,138.8,12,12.3,12.6,11.8,69,319.8,3,319.8,2.6,1004.9,62.6,6.2
6069,30-05-2022,18,0,0,92,11.9,11.9,12.7,11.9,70.4,308,3,308,2.2,1005,30.6,5.8
6069,30-05-2022,19,0,0,32.8,11.5,11.2,12.7,11.9,76.1,230.7,2.4,230.7,1.7,1005.2,-11.8,5.1
6069,30-05-2022,20,0,0,7.5,10.9,10.5,12.6,11.9,80.5,299,1.7,299,1.2,1005.5,-24.1,4.3
6069,30-05-2022,21,0,0,0.3,10.3,9.7,12.6,11.9,82.6,246.8,1.7,246.8,1.2,1005.7,-41.1,3.3
6069,30-05-2022,22,0,0,0.3,9.6,8.7,12.5,11.9,88.6,325.3,1.6,325.3,1.2,1005.9,-35,2.3
6069,30-05-2022,23,0,0,0.1,9.4,8.9,12.4,11.9,91,333.6,1.6,333.6,1.1,1006,-28.3,1.3
6069,31-05-2022,0,0,0,0.2,9.3,8.7,12.4,11.9,91.4,331,1.4,331,1.1,1005.9,-32.1,0.6
6069,31-05-2022,1,0,0,0.1,9.1,8.6,12.3,11.9,92.3,326.4,1.6,326.4,1.1,1005.9,-29.8,0
6069,31-05-2022,2,0,0,0.2,9.2,8.6,12.2,11.9,92.4,335.4,1.5,335.4,1,1005.9,-27.5,-0.5
6069,31-05-2022,3,0,0,0.1,9.1,8.6,12.1,11.9,93,327.4,1,327.4,0.6,1005.9,-21.6,-0.8
6069,31-05-2022,4,0.2,0,10,9,8.7,12,11.8,94.1,323.4,1.1,323.4,0.7,1006,-8.9,-1
6069,31-05-2022,5,0.3,0,47,9,9,12,11.8,95.4,308.4,1.6,308.4,1.3,1005.8,19.1,-1.1
6069,31-05-2022,6,0,0,101.8,9.6,9.7,11.9,11.8,95.1,323.4,2.1,323.4,1.6,1005.7,56.3,-1
6069,31-05-2022,7,0,0,86.7,9.9,10,11.8,11.7,94.4,310.5,1.7,310.5,1.4,1005.9,44.3,-0.3
6069,31-05-2022,8,0,0,184.2,10.5,10.9,11.8,11.7,93,318.5,2,318.5,1.6,1005.9,111.2,0.3
6069,31-05-2022,9,0,0,324.8,11.5,12.8,11.9,11.7,84.7,313.1,2.3,313.1,1.9,1006,194.7,1.3
6069,31-05-2022,10,0,0,533.8,12.4,14.6,11.9,11.7,80.7,291.4,2.6,291.4,2.1,1006,347,3
6069,31-05-2022,11,0,0,591.6,12.7,15.1,12,11.7,74.2,291.2,3.6,291.2,2.9,1006,386.1,5.6
6069,31-05-2022,12,0,0,795.8,13.3,16.2,12.2,11.7,70.9,296.9,3.7,296.9,3.1,1006,529.1,8
6069,31-05-2022,13,0,0,484.6,13.5,15.8,12.4,11.7,68.8,292.6,3.7,292.6,3,1005.8,295,10.3
6069,31-05-2022,14,0,0,389.3,13.5,14.9,12.6,11.7,68.5,311.2,3.5,311.2,3,1005.7,235.8,11.9
6069,31-05-2022,15,0,0,349.5,13.5,14.8,12.8,11.7,69.7,312.9,3.2,312.9,2.6,1005.5,206.4,11.7
